company,date,score
SK하이닉스,2025-05-20,0.49947906
SK하이닉스,2025-05-19,-0.27048376
SK하이닉스,2025-05-18,0.49999005
SK하이닉스,2025-05-16,-0.3331119
SK하이닉스,2025-05-15,0.9991491
SK하이닉스,2025-05-14,0.0002593994
SK하이닉스,2025-05-13,0.3130046
SK하이닉스,2025-05-12,0.41941476
SK하이닉스,2025-05-11,0.98364353
SK하이닉스,2025-05-09,-0.02942568
SK하이닉스,2025-05-08,0.33252868
SK하이닉스,2025-05-07,-0.0024100628
SK하이닉스,2025-05-06,0.33317655
SK하이닉스,2025-05-03,7.545948e-05
SK하이닉스,2025-05-02,0.0032038838
SK하이닉스,2025-05-01,0.99937916
SK하이닉스,2025-04-30,-0.2187322
SK하이닉스,2025-04-29,-0.14787304
SK하이닉스,2025-04-28,0.00010797807
SK하이닉스,2025-04-27,0.4933508
SK하이닉스,2025-04-25,-0.31972232
SK하이닉스,2025-04-24,0.99738926
SK하이닉스,2025-04-22,9.02017e-05
SK하이닉스,2025-04-21,0.0013292035
SK하이닉스,2025-04-20,-0.8375244
SK하이닉스,2025-04-18,-0.118533395
SK하이닉스,2025-04-17,0.33777538
SK하이닉스,2025-04-16,-0.350544
SK하이닉스,2025-04-15,0.18769453
SK하이닉스,2025-04-14,-0.3753623
SK하이닉스,2025-04-13,-0.008071899
SK하이닉스,2025-04-11,-0.07637453
SK하이닉스,2025-04-10,0.0042012334
SK하이닉스,2025-04-09,-0.19941463
SK하이닉스,2025-04-08,0.056483746
SK하이닉스,2025-04-07,-0.39331493
SK하이닉스,2025-04-06,0.27334812
SK하이닉스,2025-04-04,-0.07918215
SK하이닉스,2025-04-03,-0.3326933
SK하이닉스,2025-04-02,-0.2485814
SK하이닉스,2025-04-01,0.2551202
SK하이닉스,2025-03-31,-0.24946854
SK하이닉스,2025-03-30,0.21354914
SK하이닉스,2025-03-28,0.50000405
SK하이닉스,2025-03-27,-5.6624413e-05
SK하이닉스,2025-03-26,0.00015959144
SK하이닉스,2025-03-25,-0.0012583733
SK하이닉스,2025-03-24,-0.76285315
SK하이닉스,2025-03-23,-2.9802322e-07
SK하이닉스,2025-03-21,0.1944644
SK하이닉스,2025-03-20,0.7399651
SK하이닉스,2025-03-19,0.168432
SK하이닉스,2025-03-18,0.31165063
SK하이닉스,2025-03-17,0.66735864
SK하이닉스,2025-03-14,-3.9696693e-05
SK하이닉스,2025-03-13,0.39492303
SK하이닉스,2025-03-12,0.6930881
SK하이닉스,2025-03-11,0.33161288
SK하이닉스,2025-03-10,0.03256271
SK하이닉스,2025-03-07,0.039671898
SK하이닉스,2025-03-06,0.14166825
SK하이닉스,2025-03-05,0.0004278779
SK하이닉스,2025-03-04,0.22897552
SK하이닉스,2025-03-03,0.70702934
SK하이닉스,2025-02-28,0.34495452
SK하이닉스,2025-02-27,-1.1503696e-05
SK하이닉스,2025-02-26,-0.24793229
SK하이닉스,2025-02-25,-3.3080578e-05
SK하이닉스,2025-02-24,0.33548704
SK하이닉스,2025-02-21,1.7404556e-05
SK하이닉스,2025-02-20,0.055056423
SK하이닉스,2025-02-19,-0.2601342
SK하이닉스,2025-02-18,3.6537647e-05
SK하이닉스,2025-02-17,-0.00010108948
SK하이닉스,2025-02-16,0.00015842915
SK하이닉스,2025-02-14,-0.00034701824
SK하이닉스,2025-02-13,0.00040018559
SK하이닉스,2025-02-12,-0.13821223
SK하이닉스,2025-02-11,-0.56785226
SK하이닉스,2025-02-10,-0.9835768
SK하이닉스,2025-02-09,0.90340614
SK하이닉스,2025-02-07,0.5654923
SK하이닉스,2025-02-06,0.33442056
SK하이닉스,2025-02-05,-0.032859802
SK하이닉스,2025-02-04,-0.15939483
SK하이닉스,2025-02-03,-0.99987507
SK하이닉스,2025-02-02,3.4570694e-06
SK하이닉스,2025-01-31,-0.3997119
SK하이닉스,2025-01-30,0.22681619
SK하이닉스,2025-01-29,-4.1544437e-05
SK하이닉스,2025-01-28,-0.06310296
SK하이닉스,2025-01-26,0.5001546
SK하이닉스,2025-01-24,-0.2093035
SK하이닉스,2025-01-23,0.25000218
SK하이닉스,2025-01-22,0.00014872849
SK하이닉스,2025-01-21,0.4983114
SK하이닉스,2025-01-20,-0.24953005
SK하이닉스,2025-01-17,-0.43975234
SK하이닉스,2025-01-16,0.8255482
SK하이닉스,2025-01-15,0.44796753
SK하이닉스,2025-01-14,6.465117e-05
SK하이닉스,2025-01-13,-0.112311706
SK하이닉스,2025-01-12,3.5226345e-05
SK하이닉스,2025-01-10,0.0029391844
SK하이닉스,2025-01-09,0.14241429
SK하이닉스,2025-01-08,3.0755997e-05
SK하이닉스,2025-01-07,-0.1269465
SK하이닉스,2025-01-06,0.0052637854
SK하이닉스,2025-01-05,-0.70736694
SK하이닉스,2025-01-03,0.98164403
SK하이닉스,2025-01-02,-0.086594865
SK하이닉스,2025-01-01,-0.9932194
SK하이닉스,2024-12-31,-0.9999009
SK하이닉스,2024-12-30,0.034467995
SK하이닉스,2024-12-27,-0.002798617
SK하이닉스,2024-12-26,0.25009358
SK하이닉스,2024-12-25,-0.98827124
SK하이닉스,2024-12-24,-0.12141454
SK하이닉스,2024-12-23,0.49998415
SK하이닉스,2024-12-22,-0.98458004
SK하이닉스,2024-12-20,-0.666611
SK하이닉스,2024-12-19,0.18261556
SK하이닉스,2024-12-18,0.10904801
SK하이닉스,2024-12-17,-0.0002066493
SK하이닉스,2024-12-15,-0.9984398
SK하이닉스,2024-12-13,0.33331984
SK하이닉스,2024-12-12,0.22291684
SK하이닉스,2024-12-11,-0.4992208
SK하이닉스,2024-12-10,0.3288207
SK하이닉스,2024-12-09,3.4034252e-05
SK하이닉스,2024-12-08,-0.33204386
SK하이닉스,2024-12-06,-0.0037904084
SK하이닉스,2024-12-05,6.594261e-05
SK하이닉스,2024-12-04,-0.4990629
SK하이닉스,2024-12-03,-0.16811147
SK하이닉스,2024-12-02,4.2835873e-05
SK하이닉스,2024-11-29,-0.16322593
SK하이닉스,2024-11-28,-0.92952216
SK하이닉스,2024-11-27,-1.1126201e-05
SK하이닉스,2024-11-26,-0.0029596176
SK하이닉스,2024-11-25,0.013993204
SK하이닉스,2024-11-24,-0.32017645
SK하이닉스,2024-11-22,0.0121409055
SK하이닉스,2024-11-21,0.28206402
SK하이닉스,2024-11-20,-1.2069941e-05
SK하이닉스,2024-11-19,0.36622778
SK하이닉스,2024-11-18,0.0050398707
SK하이닉스,2024-11-17,0.009299517
SK하이닉스,2024-11-15,-0.21886817
SK하이닉스,2024-11-14,-0.014544022
SK하이닉스,2024-11-13,-0.41545144
SK하이닉스,2024-11-12,-0.33097315
SK하이닉스,2024-11-11,-0.3054684
SK하이닉스,2024-11-10,0.10436173
SK하이닉스,2024-11-08,0.33231935
SK하이닉스,2024-11-07,-0.013765454
SK하이닉스,2024-11-06,0.00183328
SK하이닉스,2024-11-05,0.095914304
SK하이닉스,2024-11-04,0.09419156
SK하이닉스,2024-11-03,0.33361253
SK하이닉스,2024-11-01,1.5258789e-05
SK하이닉스,2024-10-31,0.014070153
SK하이닉스,2024-10-30,-0.74884033
SK하이닉스,2024-10-29,0.20390086
SK하이닉스,2024-10-28,0.15220417
SK하이닉스,2024-10-27,-0.24975586
SK하이닉스,2024-10-25,-0.99991906
SK하이닉스,2024-10-24,0.38904715
SK하이닉스,2024-10-23,0.60300535
SK하이닉스,2024-10-22,0.50036263
SK하이닉스,2024-10-21,-0.49969524
SK하이닉스,2024-10-20,-0.0005713999
SK하이닉스,2024-10-18,-0.48411065
SK하이닉스,2024-10-17,-0.64095837
SK하이닉스,2024-10-16,-0.99939674
SK하이닉스,2024-10-15,-0.20787247
SK하이닉스,2024-10-14,0.5007958
SK하이닉스,2024-10-13,4.145503e-05
SK하이닉스,2024-10-11,-0.6518357
SK하이닉스,2024-10-10,-0.031898428
SK하이닉스,2024-10-09,-5.9604645e-07
SK하이닉스,2024-10-08,-0.32063973
SK하이닉스,2024-10-07,-0.49848738
SK하이닉스,2024-10-06,0.08269844
SK하이닉스,2024-10-04,0.097406656
SK하이닉스,2024-10-03,1.3113022e-05
SK하이닉스,2024-10-02,-0.34794414
SK하이닉스,2024-10-01,-0.33250532
SK하이닉스,2024-09-30,-0.30689898
SK하이닉스,2024-09-27,-0.2414551
SK하이닉스,2024-09-26,0.27193132
SK하이닉스,2024-09-25,-0.20987535
SK하이닉스,2024-09-24,0.53417784
SK하이닉스,2024-09-23,-0.24959512
SK하이닉스,2024-09-22,-0.62893105
SK하이닉스,2024-09-20,-0.99915045
SK하이닉스,2024-09-19,-0.25146815
SK하이닉스,2024-09-18,0.0017285645
SK하이닉스,2024-09-16,9.536743e-06
SK하이닉스,2024-09-15,0.00034928322
SK하이닉스,2024-09-14,0.015602112
SK하이닉스,2024-09-13,-0.38599014
SK하이닉스,2024-09-12,0.20859082
SK하이닉스,2024-09-11,3.4183264e-05
SK하이닉스,2024-09-10,-0.99961853
SK하이닉스,2024-09-09,-0.007211238
SK하이닉스,2024-09-06,-0.49971342
SK하이닉스,2024-09-05,-0.0022461177
SK하이닉스,2024-09-04,-0.38637146
SK하이닉스,2024-09-03,-7.6562166e-05
SK하이닉스,2024-09-02,-0.20640835
SK하이닉스,2024-09-01,-0.00051411986
SK하이닉스,2024-08-30,-3.9815903e-05
SK하이닉스,2024-08-28,-0.49990675
SK하이닉스,2024-08-27,-0.15535384
SK하이닉스,2024-08-26,0.33255687
SK하이닉스,2024-08-25,-0.14492536
SK하이닉스,2024-08-23,0.72502136
SK하이닉스,2024-08-22,0.4971003
SK하이닉스,2024-08-21,-0.9992776
SK하이닉스,2024-08-20,0.9268961
SK하이닉스,2024-08-19,-0.0007183552
SK하이닉스,2024-08-18,0.5000005
SK하이닉스,2024-08-16,0.6962651
SK하이닉스,2024-08-15,0.4401214
SK하이닉스,2024-08-14,0.0012161732
SK하이닉스,2024-08-13,0.49857914
SK하이닉스,2024-08-12,0.23752809
SK하이닉스,2024-08-11,0.9997611
SK하이닉스,2024-08-09,0.024002075
SK하이닉스,2024-08-08,0.11606121
SK하이닉스,2024-08-07,0.4997555
SK하이닉스,2024-08-06,0.46385884
SK하이닉스,2024-08-05,-0.6005246
SK하이닉스,2024-08-04,-0.46964145
SK하이닉스,2024-08-02,-0.23340899
SK하이닉스,2024-08-01,9.158254e-05
SK하이닉스,2024-07-31,-0.034005105
SK하이닉스,2024-07-30,0.39972132
SK하이닉스,2024-07-29,0.33189592
SK하이닉스,2024-07-26,0.49244648
SK하이닉스,2024-07-25,0.1504017
SK하이닉스,2024-07-24,0.99996305
SK하이닉스,2024-07-23,0.33798897
SK하이닉스,2024-07-22,0.3330808
SK하이닉스,2024-07-21,2.8908253e-05
SK하이닉스,2024-07-19,-0.005704686
SK하이닉스,2024-07-18,-0.50548506
SK하이닉스,2024-07-17,0.49999362
SK하이닉스,2024-07-16,0.98838305
SK하이닉스,2024-07-15,0.06909591
SK하이닉스,2024-07-14,-0.99205816
SK하이닉스,2024-07-12,-0.99944437
SK하이닉스,2024-07-11,8.225441e-06
SK하이닉스,2024-07-10,0.99993473
SK하이닉스,2024-07-09,0.6664948
SK하이닉스,2024-07-08,0.9981358
SK하이닉스,2024-07-07,1.0371208e-05
SK하이닉스,2024-07-05,0.4113598
SK하이닉스,2024-07-04,-0.3332417
SK하이닉스,2024-07-03,0.115306854
SK하이닉스,2024-07-02,-0.2219601
SK하이닉스,2024-07-01,0.47551918
SK하이닉스,2024-06-27,0.50098854
SK하이닉스,2024-06-26,0.32925388
SK하이닉스,2024-06-25,-0.18030336
SK하이닉스,2024-06-24,0.9992795
SK하이닉스,2024-06-23,0.99098444
SK하이닉스,2024-06-21,0.11794559
SK하이닉스,2024-06-20,-0.0006043166
SK하이닉스,2024-06-19,0.6718399
SK하이닉스,2024-06-18,0.33330074
SK하이닉스,2024-06-17,-0.6436208
SK하이닉스,2024-06-16,0.5000075
SK하이닉스,2024-06-14,0.3284612
SK하이닉스,2024-06-13,-0.015067697
SK하이닉스,2024-06-12,0.1965355
SK하이닉스,2024-06-11,-0.95235443
SK하이닉스,2024-06-10,-0.52554864
SK하이닉스,2024-06-09,0.9999655
SK하이닉스,2024-06-07,0.0023584962
SK하이닉스,2024-06-06,0.12935424
SK하이닉스,2024-06-05,0.39408994
SK하이닉스,2024-06-04,-0.0047769547
SK하이닉스,2024-06-03,0.33573428
SK하이닉스,2024-06-02,0.00018084049
SK하이닉스,2024-06-01,-0.0011287928
SK하이닉스,2024-05-31,0.3355291
SK하이닉스,2024-05-30,0.15833949
SK하이닉스,2024-05-29,-0.24734288
SK하이닉스,2024-05-28,-0.4269324
SK하이닉스,2024-05-27,-0.018695354
SK하이닉스,2024-05-24,-0.2639549
SK하이닉스,2024-05-23,0.21901333
SK하이닉스,2024-05-22,0.38676536
SK하이닉스,2024-05-21,-0.7944962
SK하이닉스,2024-05-20,3.993511e-06
SK하이닉스,2024-05-19,0.8824053
SK하이닉스,2024-05-17,0.0006483197
SK하이닉스,2024-05-16,-0.33139843
SK하이닉스,2024-05-15,-0.25919628
SK하이닉스,2024-05-13,0.16744411
SK하이닉스,2024-05-12,-0.45290673
SK하이닉스,2024-05-10,0.00077188015
SK하이닉스,2024-05-09,0.64976734
SK하이닉스,2024-05-08,0.3326083
SK하이닉스,2024-05-07,0.49994066
SK하이닉스,2024-05-06,0.4998908
SK하이닉스,2024-05-03,0.9377289
SK하이닉스,2024-05-02,-0.0005714496
SK하이닉스,2024-05-01,-0.0067228377
SK하이닉스,2024-04-30,-0.0005220324
SK하이닉스,2024-04-29,-0.260705
SK하이닉스,2024-04-28,-0.031834245
SK하이닉스,2024-04-26,0.16762857
SK하이닉스,2024-04-25,0.20332778
SK하이닉스,2024-04-24,0.80004615
SK하이닉스,2024-04-23,-0.25166357
SK하이닉스,2024-04-22,0.9338217
SK하이닉스,2024-04-19,0.00059120654
SK하이닉스,2024-04-18,0.018220186
SK하이닉스,2024-04-17,0.5017831
SK하이닉스,2024-04-16,-0.27429378
SK하이닉스,2024-04-15,0.9971163
SK하이닉스,2024-04-14,0.3423693
SK하이닉스,2024-04-11,0.49697304
SK하이닉스,2024-04-10,0.49414062
SK하이닉스,2024-04-09,-0.1816913
SK하이닉스,2024-04-08,-0.46802592
SK하이닉스,2024-04-07,-0.9968655
SK하이닉스,2024-04-05,0.1793338
SK하이닉스,2024-04-04,0.49981707
SK하이닉스,2024-04-03,-0.21856162
SK하이닉스,2024-04-02,0.66239685
SK하이닉스,2024-04-01,0.99889874
SK하이닉스,2024-03-31,0.3641696
SK하이닉스,2024-03-30,1.3947487e-05
SK하이닉스,2024-03-29,0.00015010436
SK하이닉스,2024-03-28,-0.1737171
SK하이닉스,2024-03-27,-0.006960869
SK하이닉스,2024-03-26,0.17655993
SK하이닉스,2024-03-25,0.000114157796
SK하이닉스,2024-03-24,0.49997538
SK하이닉스,2024-03-22,0.49998856
SK하이닉스,2024-03-21,0.39517426
SK하이닉스,2024-03-20,-0.0028671622
SK하이닉스,2024-03-19,0.30797195
SK하이닉스,2024-03-18,0.00020844936
SK하이닉스,2024-03-17,-0.12879223
SK하이닉스,2024-03-15,0.33239922
SK하이닉스,2024-03-14,0.6639536
SK하이닉스,2024-03-13,0.49962384
SK하이닉스,2024-03-12,-0.28560445
SK하이닉스,2024-03-11,-0.9999238
SK하이닉스,2024-03-10,-0.106871724
SK하이닉스,2024-03-08,0.49994162
SK하이닉스,2024-03-07,-0.3326075
SK하이닉스,2024-03-06,0.20096156
SK하이닉스,2024-03-05,0.0004981011
SK하이닉스,2024-03-04,0.21288137
SK하이닉스,2024-03-01,0.9999681
SK하이닉스,2024-02-29,0.3535343
SK하이닉스,2024-02-28,-0.49209943
SK하이닉스,2024-02-27,0.22662732
SK하이닉스,2024-02-26,0.39378875
SK하이닉스,2024-02-25,-0.83795166
SK하이닉스,2024-02-24,2.3722649e-05
SK하이닉스,2024-02-23,0.4999877
SK하이닉스,2024-02-22,0.012077078
SK하이닉스,2024-02-21,0.67357564
SK하이닉스,2024-02-20,-0.34085453
SK하이닉스,2024-02-19,0.41786546
SK하이닉스,2024-02-18,0.00018596649
SK하이닉스,2024-02-16,-0.22541812
SK하이닉스,2024-02-15,-0.06396097
SK하이닉스,2024-02-14,-0.3199484
SK하이닉스,2024-02-13,0.6002661
SK하이닉스,2024-02-12,0.021842957
SK하이닉스,2024-02-11,-1.5497208e-06
SK하이닉스,2024-02-10,0.9999663
SK하이닉스,2024-02-08,0.0030078888
SK하이닉스,2024-02-07,0.386228
SK하이닉스,2024-02-06,0.31740904
SK하이닉스,2024-02-05,-0.99943364
SK하이닉스,2024-02-04,1.8179417e-05
SK하이닉스,2024-02-02,0.9544821
SK하이닉스,2024-02-01,0.5858344
SK하이닉스,2024-01-31,0.2064048
SK하이닉스,2024-01-30,-2.2858381e-05
SK하이닉스,2024-01-29,-0.015148535
SK하이닉스,2024-01-26,0.016578818
SK하이닉스,2024-01-25,0.5983615
SK하이닉스,2024-01-24,-0.21249576
SK하이닉스,2024-01-22,0.16675387
SK하이닉스,2024-01-21,1.9073486e-05
SK하이닉스,2024-01-19,0.48041153
SK하이닉스,2024-01-18,0.37914473
SK하이닉스,2024-01-17,-0.7401297
SK하이닉스,2024-01-16,-0.3658835
SK하이닉스,2024-01-15,-0.16715796
SK하이닉스,2024-01-12,0.17523797
SK하이닉스,2024-01-11,0.15812448
SK하이닉스,2024-01-10,-0.5001082
SK하이닉스,2024-01-09,-0.7476654
SK하이닉스,2024-01-08,-0.5405202
SK하이닉스,2024-01-05,-0.49961385
SK하이닉스,2024-01-04,-2.8570494e-05
SK하이닉스,2024-01-03,0.99891335
SK하이닉스,2024-01-02,0.32612488
SK하이닉스,2024-01-01,0.033363342
SK하이닉스,2023-12-31,0.9669666
SK하이닉스,2023-12-30,-0.5935631
SK하이닉스,2023-12-29,-0.54368687
SK하이닉스,2023-12-28,-0.2268237
SK하이닉스,2023-12-27,-0.047303837
SK하이닉스,2023-12-26,0.15919645
SK하이닉스,2023-12-25,3.874302e-06
SK하이닉스,2023-12-22,0.063030444
SK하이닉스,2023-12-21,0.20549865
SK하이닉스,2023-12-20,0.00015443563
SK하이닉스,2023-12-19,0.006934931
SK하이닉스,2023-12-18,-0.017331421
SK하이닉스,2023-12-15,0.0033754706
SK하이닉스,2023-12-14,0.33785918
SK하이닉스,2023-12-13,-0.20525543
SK하이닉스,2023-12-12,0.0018872222
SK하이닉스,2023-12-11,0.49998933
SK하이닉스,2023-12-10,0.49992633
SK하이닉스,2023-12-08,0.062400818
SK하이닉스,2023-12-07,0.43333197
SK하이닉스,2023-12-06,0.5117553
SK하이닉스,2023-12-05,-0.0016018748
SK하이닉스,2023-12-04,0.5006275
SK하이닉스,2023-12-03,1.4901161e-05
SK하이닉스,2023-12-01,0.3333142
SK하이닉스,2023-11-30,0.39740786
SK하이닉스,2023-11-29,-0.38716865
SK하이닉스,2023-11-28,3.5762787e-06
SK하이닉스,2023-11-27,0.33329183
SK하이닉스,2023-11-26,0.99994886
SK하이닉스,2023-11-24,0.0015407801
SK하이닉스,2023-11-23,0.29897568
SK하이닉스,2023-11-22,-0.32418898
SK하이닉스,2023-11-21,0.33610237
SK하이닉스,2023-11-20,0.00032395124
SK하이닉스,2023-11-17,0.33647037
SK하이닉스,2023-11-16,0.3260068
SK하이닉스,2023-11-15,-4.506111e-06
SK하이닉스,2023-11-14,0.24996187
SK하이닉스,2023-11-13,2.8292337e-05
SK하이닉스,2023-11-10,0.23821528
SK하이닉스,2023-11-09,-0.00031727552
SK하이닉스,2023-11-08,-0.31020093
SK하이닉스,2023-11-06,0.66648054
SK하이닉스,2023-11-03,0.31933594
SK하이닉스,2023-11-02,0.49997944
SK하이닉스,2023-11-01,0.31090578
SK하이닉스,2023-10-31,0.2497111
SK하이닉스,2023-10-30,0.5965729
SK하이닉스,2023-10-29,0.49998975
SK하이닉스,2023-10-27,-0.20008087
SK하이닉스,2023-10-26,-0.20559914
SK하이닉스,2023-10-25,0.013157415
SK하이닉스,2023-10-24,-0.3317457
SK하이닉스,2023-10-23,0.49946266
SK하이닉스,2023-10-20,-0.30286396
SK하이닉스,2023-10-19,0.010421842
SK하이닉스,2023-10-18,0.32442027
SK하이닉스,2023-10-17,0.26064482
SK하이닉스,2023-10-16,0.3341197
SK하이닉스,2023-10-15,0.007229626
SK하이닉스,2023-10-13,-0.009514794
SK하이닉스,2023-10-12,0.7582779
SK하이닉스,2023-10-11,-0.26375255
SK하이닉스,2023-10-10,0.48829046
SK하이닉스,2023-10-09,-0.121319376
SK하이닉스,2023-10-05,0.49671817
SK하이닉스,2023-10-04,0.60367674
SK하이닉스,2023-10-03,-0.010840654
SK하이닉스,2023-09-30,2.7358532e-05
SK하이닉스,2023-09-27,5.3346157e-06
SK하이닉스,2023-09-26,-0.98278797
SK하이닉스,2023-09-25,0.21591349
SK하이닉스,2023-09-22,0.31695527
SK하이닉스,2023-09-21,-0.1352857
SK하이닉스,2023-09-20,0.07485175
SK하이닉스,2023-09-19,0.7686521
SK하이닉스,2023-09-18,0.9999365
SK하이닉스,2023-09-17,1.7762184e-05
SK하이닉스,2023-09-16,-0.30375862
SK하이닉스,2023-09-15,0.00036670765
SK하이닉스,2023-09-14,0.7474133
SK하이닉스,2023-09-13,3.7252903e-05
SK하이닉스,2023-09-12,-0.99988043
SK하이닉스,2023-09-10,-0.99992675
SK하이닉스,2023-09-08,-0.99543774
SK하이닉스,2023-09-07,-0.3992927
SK하이닉스,2023-09-06,0.32978052
SK하이닉스,2023-09-05,-7.259846e-05
SK하이닉스,2023-09-04,0.14199516
SK하이닉스,2023-09-03,-3.385544e-05
SK하이닉스,2023-09-01,0.9999217
SK하이닉스,2023-08-31,0.22499166
SK하이닉스,2023-08-28,0.5000017
SK하이닉스,2023-08-25,3.7213165e-05
SK하이닉스,2023-08-24,0.46499896
SK하이닉스,2023-08-23,-0.034715336
SK하이닉스,2023-08-22,0.09383273
SK하이닉스,2023-08-21,-0.7494846
SK하이닉스,2023-08-18,0.67939377
SK하이닉스,2023-08-17,-0.49992138
SK하이닉스,2023-08-16,-0.6565382
SK하이닉스,2023-08-14,-0.99993134
SK하이닉스,2023-08-11,0.9999583
SK하이닉스,2023-08-10,0.9289851
SK하이닉스,2023-08-09,0.03623591
SK하이닉스,2023-08-08,0.007689512
SK하이닉스,2023-08-07,3.993511e-06
SK하이닉스,2023-08-04,0.00031471252
SK하이닉스,2023-08-02,0.99997216
SK하이닉스,2023-08-01,-0.9856911
SK하이닉스,2023-07-31,-0.22975461
SK하이닉스,2023-07-28,-3.1471252e-05
SK하이닉스,2023-07-27,0.999961
SK하이닉스,2023-07-26,-0.2801544
SK하이닉스,2023-07-25,-0.908539
SK하이닉스,2023-07-24,0.1640952
SK하이닉스,2023-07-23,5.155802e-06
SK하이닉스,2023-07-21,-0.6666
SK하이닉스,2023-07-20,-0.5874188
SK하이닉스,2023-07-19,-0.2796375
SK하이닉스,2023-07-18,-0.12847662
SK하이닉스,2023-07-17,-0.08185625
SK하이닉스,2023-07-14,0.00021749735
SK하이닉스,2023-07-13,-0.014768332
SK하이닉스,2023-07-12,-0.0029563904
SK하이닉스,2023-07-11,0.6332491
SK하이닉스,2023-07-10,0.6743482
SK하이닉스,2023-07-09,-1.0728836e-06
SK하이닉스,2023-07-07,7.084012e-05
SK하이닉스,2023-07-05,-0.119870454
SK하이닉스,2023-07-04,-0.32398805
SK하이닉스,2023-07-03,-2.592802e-05
SK하이닉스,2023-07-02,0.99252176
SK하이닉스,2023-06-30,-0.99990815
SK하이닉스,2023-06-29,0.4999852
SK하이닉스,2023-06-28,0.36539808
SK하이닉스,2023-06-27,0.20377417
SK하이닉스,2023-06-26,0.8957448
SK하이닉스,2023-06-23,0.6588588
SK하이닉스,2023-06-22,-0.3329853
SK하이닉스,2023-06-21,0.8512391
SK하이닉스,2023-06-20,0.033141594
SK하이닉스,2023-06-19,0.32517624
SK하이닉스,2023-06-18,0.0003219247
SK하이닉스,2023-06-16,0.33314037
SK하이닉스,2023-06-15,-0.05306247
SK하이닉스,2023-06-14,-0.33365354
SK하이닉스,2023-06-13,-0.00061096746
SK하이닉스,2023-06-12,-0.99588925
SK하이닉스,2023-06-11,0.9937725
SK하이닉스,2023-06-09,0.60814357
SK하이닉스,2023-06-08,0.24998862
SK하이닉스,2023-06-07,-0.48580962
SK하이닉스,2023-06-06,0.0011741519
SK하이닉스,2023-06-05,0.6410313
SK하이닉스,2023-06-04,-0.0014668703
SK하이닉스,2023-06-02,-0.9959444
SK하이닉스,2023-05-31,0.33192432
SK하이닉스,2023-05-30,0.49169534
SK하이닉스,2023-05-29,-0.69913864
SK하이닉스,2023-05-28,-0.6228838
SK하이닉스,2023-05-26,0.41407531
SK하이닉스,2023-05-25,0.4257978
SK하이닉스,2023-05-24,-0.36311325
SK하이닉스,2023-05-23,-0.2851617
SK하이닉스,2023-05-22,-0.99386626
SK하이닉스,2023-05-19,0.66602045
SK하이닉스,2023-05-18,0.33465448
SK하이닉스,2023-05-17,1.3768673e-05
SK하이닉스,2023-05-16,0.39785716
SK하이닉스,2023-05-15,1.0430813e-05
SK하이닉스,2023-05-12,-0.8716241
SK하이닉스,2023-05-11,0.51390207
SK하이닉스,2023-05-10,-0.3206811
SK하이닉스,2023-05-09,-0.14530611
SK하이닉스,2023-05-08,0.33356532
SK하이닉스,2023-05-07,-0.0006123781
SK하이닉스,2023-05-05,0.9999636
SK하이닉스,2023-05-04,-0.06779251
SK하이닉스,2023-05-03,0.0140366405
SK하이닉스,2023-05-02,0.9999711
SK하이닉스,2023-04-30,1.4305115e-05
SK하이닉스,2023-04-28,-0.47423455
SK하이닉스,2023-04-27,-0.17958319
SK하이닉스,2023-04-26,-0.9999325
SK하이닉스,2023-04-25,-0.50033873
SK하이닉스,2023-04-24,-0.4963877
SK하이닉스,2023-04-22,-1.0430813e-05
SK하이닉스,2023-04-21,0.32992357
SK하이닉스,2023-04-20,0.008838996
SK하이닉스,2023-04-19,-0.33498067
SK하이닉스,2023-04-18,0.66642183
SK하이닉스,2023-04-17,0.75642395
SK하이닉스,2023-04-14,0.9194641
SK하이닉스,2023-04-13,0.14396656
SK하이닉스,2023-04-12,0.33298463
SK하이닉스,2023-04-11,-0.0004469951
SK하이닉스,2023-04-10,0.5892074
SK하이닉스,2023-04-09,-0.38198853
SK하이닉스,2023-04-07,-0.32848
SK하이닉스,2023-04-05,3.4570694e-06
SK하이닉스,2023-04-04,-0.4996441
SK하이닉스,2023-04-03,-0.08059539
SK하이닉스,2023-04-02,0.9962554
SK하이닉스,2023-03-31,0.310841
SK하이닉스,2023-03-30,-0.07009332
SK하이닉스,2023-03-29,-0.5820466
SK하이닉스,2023-03-28,-0.4204235
SK하이닉스,2023-03-27,-0.023777008
SK하이닉스,2023-03-26,0.0012264252
SK하이닉스,2023-03-24,-0.00141716
SK하이닉스,2023-03-23,-0.2853899
SK하이닉스,2023-03-22,-0.49896026
SK하이닉스,2023-03-21,-0.22764838
SK하이닉스,2023-03-19,-1.1920929e-05
SK하이닉스,2023-03-17,0.05616206
SK하이닉스,2023-03-16,-0.6208034
SK하이닉스,2023-03-15,0.6787036
SK하이닉스,2023-03-14,-0.49979728
SK하이닉스,2023-03-13,-0.49888206
SK하이닉스,2023-03-10,0.110835075
SK하이닉스,2023-03-09,0.0028972626
SK하이닉스,2023-03-07,-0.0015298128
SK하이닉스,2023-03-06,-0.33216557
SK하이닉스,2023-03-05,0.49999416
SK하이닉스,2023-03-04,-0.9905739
SK하이닉스,2023-03-03,-0.36301172
SK하이닉스,2023-03-02,0.006634563
SK하이닉스,2023-03-01,0.3250583
SK하이닉스,2023-02-28,0.5893491
SK하이닉스,2023-02-27,-0.16117972
